Time (h),OD 600,Product (kg),Time (h).1,DO (%),Glucose Delivered (kg),Feed Delivered (kg),CER (mmol/L*hr),Vessel Weight (kg),pH,Temperature (C),Agitation (RPM),Base Weight (kg),Vessel Volume (L),Time (h).2,Glucose (g/L),Dry Cell Weight (g/L),Product Concentration (g/L),Productivity (g/L/h),Yield (%)
,,,12.08,22.9,0.89,0.09,9.4,70.76,5.95,43.23,267.58,0.08,63.62,,,,,,
,,,12.1,19.11,1.26,0.1,8.26,67.98,6.33,36.56,228.81,0.08,65.28,,,,,,
,,,12.12,19.1,1.07,0.11,8.24,76.23,6.66,34.31,221.09,0.1,56.49,,,,,,
,,,12.13,18.23,0.81,0.1,7.8,66.32,7.36,35.33,201.19,0.1,68.9,,,,,,
,,,12.15,18.9,0.88,0.09,8.11,71.04,5.72,40.28,241.61,0.08,72.56,,,,,,
,,,12.17,22.86,0.95,0.12,8.81,68.04,8.29,34.9,193.34,0.09,69.68,,,,,,
,,,12.18,18.77,1.06,0.11,10.06,57.94,7.59,42.91,227.05,0.09,66.88,,,,,,
,,,12.2,21.25,0.86,0.1,9.91,54.72,6.98,38.21,247.67,0.09,73.08,,,,,,
,,,12.22,17.78,1.01,0.1,6.68,78.59,7.84,40.34,221.17,0.1,65.72,,,,,,
,,,12.23,26.27,1.18,0.1,9.15,63.0,7.31,38.99,255.53,0.07,75.25,,,,,,
,,,12.25,20.37,1.02,0.1,10.11,73.76,5.89,38.06,221.86,0.1,63.19,,,,,,
,,,12.27,20.62,1.07,0.1,9.36,63.05,6.64,37.07,248.82,0.11,52.99,,,,,,
,,,12.28,19.9,0.87,0.12,10.28,65.35,7.57,32.33,222.84,0.1,68.02,,,,,,
,,,12.3,20.22,1.01,0.13,9.25,67.1,5.87,38.32,261.47,0.09,63.93,,,,,,
,,,12.32,21.07,1.06,0.1,10.37,65.02,7.68,38.32,198.85,0.1,68.14,,,,,,
,,,12.33,20.53,1.07,0.1,9.84,79.47,7.68,37.89,245.41,0.12,76.11,,,,,,
,,,12.35,19.32,0.91,0.1,10.18,55.38,7.89,38.79,254.2,0.09,74.77,,,,,,
,,,12.37,16.67,1.03,0.1,10.69,71.46,6.06,28.86,207.42,0.1,65.41,,,,,,
,,,12.38,18.04,0.99,0.1,10.01,53.62,7.58,31.27,231.78,0.09,63.21,,,,,,
,,,12.4,18.35,1.04,0.1,9.12,69.71,7.85,37.13,209.62,0.1,73.45,,,,,,
,,,12.42,19.84,0.85,0.09,11.73,65.06,7.19,39.87,207.6,0.1,61.82,,,,,,
,,,12.43,18.0,0.94,0.09,8.73,57.92,9.19,33.57,277.28,0.12,77.06,,,,,,
,,,12.45,18.65,0.99,0.1,9.2,65.68,6.19,38.63,209.85,0.12,75.76,,,,,,
,,,12.47,21.14,0.95,0.11,10.21,64.9,6.63,34.09,255.74,0.09,71.72,,,,,,
,,,12.48,18.51,0.92,0.13,9.03,50.16,7.67,40.19,247.37,0.11,61.94,,,,,,
,,,12.5,20.69,1.23,0.26,10.44,65.14,7.49,42.04,207.78,0.1,68.38,,,,,,
,,,12.52,17.68,1.1,0.2,10.49,65.92,7.65,41.72,232.59,0.11,72.71,,,,,,
,,,12.53,16.19,1.06,0.22,10.35,66.7,6.59,34.18,284.24,0.1,65.13,,,,,,
,,,12.55,16.27,1.11,0.24,11.3,76.14,6.12,42.67,255.98,0.12,64.56,,,,,,
,,,12.57,20.19,0.94,0.17,9.19,70.68,7.25,37.24,278.87,0.11,65.3,,,,,,
,,,12.58,19.89,0.8,0.23,10.36,68.18,8.02,36.54,227.74,0.1,58.59,,,,,,
,,,12.6,20.25,1.17,0.2,9.83,67.76,7.17,37.2,255.92,0.09,74.35,,,,,,
,,,12.62,14.7,0.93,0.21,11.8,57.07,7.18,36.28,225.37,0.11,72.74,,,,,,
,,,12.63,20.37,1.09,0.23,10.84,63.81,6.94,38.62,234.0,0.11,66.02,,,,,,
,,,12.65,17.6,0.92,0.21,12.07,76.49,6.19,36.61,241.71,0.1,68.98,,,,,,
,,,12.67,14.4,1.13,0.2,11.7,55.78,7.7,35.99,210.2,0.12,69.29,,,,,,
,,,12.68,23.5,0.99,0.19,10.69,69.75,5.99,40.61,279.39,0.11,68.85,,,,,,
,,,12.7,22.06,1.1,0.21,11.96,61.26,7.32,33.91,236.47,0.11,67.65,,,,,,
,,,12.72,21.2,1.11,0.22,10.96,70.17,7.21,36.28,169.89,0.1,62.64,,,,,,
,,,12.73,20.74,1.02,0.21,10.69,67.51,6.93,37.81,227.63,0.11,77.57,,,,,,
,,,12.75,19.55,1.07,0.2,10.45,56.21,8.33,32.3,180.5,0.12,73.08,,,,,,
,,,12.77,16.23,0.97,0.18,9.97,74.88,7.01,35.86,242.63,0.1,63.01,,,,,,
,,,12.78,17.07,0.99,0.19,12.73,73.46,6.68,37.39,249.99,0.12,63.95,,,,,,
,,,12.8,19.29,0.91,0.22,8.83,65.64,7.27,38.43,237.88,0.1,60.71,,,,,,
,,,12.82,19.77,0.91,0.21,10.27,69.38,6.96,37.15,236.82,0.11,63.47,,,,,,
,,,12.83,21.79,0.98,0.21,11.24,61.69,7.08,37.89,272.94,0.1,67.0,,,,,,
,,,12.85,24.74,0.97,0.22,11.38,66.31,6.47,34.86,271.22,0.13,53.68,,,,,,
,,,12.87,17.67,0.93,0.21,11.15,63.34,7.57,37.61,284.58,0.12,68.3,,,,,,
,,,12.88,18.71,1.14,0.18,10.64,69.2,7.18,41.39,216.96,0.11,68.5,,,,,,
,,,12.9,18.39,1.11,0.19,11.36,59.18,7.93,45.84,241.67,0.11,75.33,,,,,,
,,,12.92,26.67,0.89,0.2,12.24,58.35,6.88,38.05,271.91,0.1,66.84,,,,,,
,,,12.93,17.85,0.77,0.21,9.98,66.69,7.78,39.12,264.85,0.11,81.88,,,,,,
,,,12.95,25.04,1.05,0.18,12.31,63.6,7.22,36.67,203.82,0.11,57.38,,,,,,
,,,12.97,16.24,1.24,0.31,10.69,67.01,6.97,35.0,230.5,0.13,59.51,,,,,,
,,,12.98,23.78,0.91,0.3,12.99,74.7,7.21,44.21,259.64,0.12,71.86,,,,,,
,,,13.0,23.03,0.94,0.3,10.03,74.84,8.6,43.9,273.39,0.13,77.58,,,,,,
,,,13.02,21.01,0.98,0.28,13.25,67.74,6.09,36.81,222.18,0.12,67.86,,,,,,
,,,13.03,22.01,0.87,0.26,13.56,64.23,7.15,35.5,243.57,0.15,78.23,,,,,,
,,,13.05,19.74,0.99,0.33,11.73,61.4,7.85,39.87,203.03,0.14,62.06,,,,,,
,,,13.07,21.64,1.05,0.32,13.47,64.8,6.03,43.28,253.3,0.13,65.45,,,,,,
,,,13.08,14.51,1.03,0.3,11.66,69.02,8.16,42.1,299.86,0.11,67.14,,,,,,
,,,13.1,20.0,0.99,0.3,11.14,66.99,7.09,31.33,202.14,0.11,64.66,,,,,,
,,,13.12,19.25,1.19,0.25,15.04,57.31,7.28,37.44,210.47,0.13,73.85,,,,,,
,,,13.13,18.15,1.13,0.29,12.01,75.02,7.9,35.37,259.85,0.12,69.69,,,,,,
,,,13.15,21.42,1.13,0.27,13.31,61.56,6.73,36.85,278.66,0.12,63.11,,,,,,
,,,13.17,19.07,1.03,0.25,13.6,61.47,7.31,36.06,264.36,0.12,67.53,,,,,,
,,,13.18,19.22,1.08,0.25,12.39,63.54,8.69,34.25,214.65,0.12,76.62,,,,,,
,,,13.2,22.07,1.16,0.28,13.61,70.35,6.03,40.35,244.47,0.1,74.02,,,,,,
,,,13.22,19.17,1.15,0.31,14.9,62.19,7.18,33.32,253.61,0.12,73.12,,,,,,
,,,13.23,18.72,0.95,0.32,12.14,66.03,6.64,33.57,248.34,0.13,60.77,,,,,,
,,,13.25,24.45,1.13,0.28,13.15,51.37,7.86,32.09,256.05,0.11,76.46,,,,,,
,,,13.27,20.1,1.0,0.32,11.86,53.26,8.53,34.4,258.5,0.12,77.95,,,,,,
,,,13.28,18.02,0.95,0.28,11.79,57.4,7.24,42.79,253.09,0.13,76.22,,,,,,
,,,13.3,21.66,0.99,0.33,13.85,59.34,6.64,31.64,240.79,0.13,70.78,,,,,,
,,,13.32,23.08,1.19,0.28,13.5,70.41,6.48,35.43,268.64,0.15,75.52,,,,,,
,,,13.33,18.4,1.07,0.32,13.35,61.87,6.44,28.5,263.46,0.14,65.24,,,,,,
,,,13.35,21.23,1.1,0.29,13.69,61.95,6.68,39.97,225.2,0.12,66.81,,,,,,
,,,13.37,21.24,1.13,0.33,14.18,67.64,6.43,39.23,245.73,0.12,66.53,,,,,,
,,,13.38,18.92,1.27,0.29,12.55,61.25,7.32,38.65,281.54,0.13,69.66,,,,,,
,,,13.4,23.1,1.1,0.35,9.17,63.73,7.73,40.62,279.38,0.14,70.31,,,,,,
,,,13.42,20.54,1.05,0.35,12.26,60.87,7.25,37.61,277.94,0.13,72.21,,,,,,
,,,13.43,20.08,1.04,0.33,14.01,60.19,8.49,42.1,225.29,0.11,81.19,,,,,,
,,,13.45,20.06,1.17,0.45,13.53,70.0,7.3,42.8,269.08,0.15,72.2,,,,,,
,,,13.47,25.03,1.09,0.35,12.73,67.09,8.53,31.38,230.72,0.13,65.16,,,,,,
,,,13.48,20.16,1.17,0.4,12.67,71.87,7.54,34.34,287.89,0.17,57.15,,,,,,
,,,13.5,18.59,1.24,0.44,16.24,74.49,6.12,33.45,203.73,0.15,69.93,,,,,,
,,,13.52,17.74,1.07,0.41,15.33,68.25,5.9,31.45,250.3,0.14,60.59,,,,,,
,,,13.53,18.45,1.0,0.49,14.6,70.36,7.49,38.97,260.47,0.15,59.98,,,,,,
,,,13.55,20.41,1.28,0.45,14.0,75.95,6.78,32.68,300.24,0.12,71.02,,,,,,
,,,13.57,18.45,1.28,0.45,14.64,58.33,8.58,43.49,256.83,0.17,82.5,,,,,,
,,,13.58,17.19,1.1,0.43,16.93,73.65,6.93,39.51,281.83,0.15,55.79,,,,,,
,,,13.6,19.03,1.1,0.38,13.92,60.12,6.11,30.05,240.59,0.16,74.02,,,,,,
,,,13.62,18.19,0.94,0.39,13.02,67.97,6.66,42.01,214.77,0.16,72.39,,,,,,
,,,13.63,17.8,1.39,0.47,17.7,60.18,6.33,31.21,264.92,0.16,61.56,,,,,,
,,,13.65,21.15,1.2,0.37,16.19,65.26,8.22,38.28,285.01,0.18,75.11,,,,,,
,,,13.67,15.69,1.05,0.36,16.78,57.53,6.2,35.54,225.96,0.16,68.12,,,,,,
,,,13.68,18.21,1.27,0.45,17.49,73.88,7.56,35.75,210.05,0.17,51.47,,,,,,
,,,13.7,18.42,1.12,0.45,13.7,68.36,6.78,37.93,333.32,0.15,56.09,,,,,,
,,,13.72,16.62,1.18,0.42,16.46,67.68,6.72,41.1,286.29,0.17,53.91,,,,,,
,,,13.73,19.04,1.01,0.32,14.85,59.24,6.38,40.01,295.56,0.17,66.39,,,,,,
,,,13.75,18.28,1.29,0.43,15.44,75.76,6.14,37.86,266.37,0.14,65.19,,,,,,
,,,13.77,19.14,1.11,0.43,13.31,67.93,6.38,39.75,256.57,0.17,77.58,,,,,,
,,,13.78,15.77,1.26,0.39,16.55,66.76,6.66,34.96,260.46,0.17,67.31,,,,,,
,,,13.8,17.44,1.15,0.36,15.73,65.91,6.84,38.07,249.16,0.18,71.94,,,,,,
,,,13.82,18.8,0.88,0.35,16.68,76.29,8.6,32.58,246.26,0.17,75.29,,,,,,
,,,13.83,18.06,1.05,0.42,15.35,53.43,6.47,35.64,285.8,0.14,60.55,,,,,,
,,,13.85,19.13,1.05,0.41,17.43,62.36,6.93,35.57,306.25,0.18,62.68,,,,,,
,,,13.87,20.06,1.32,0.46,16.24,66.58,6.12,40.14,244.83,0.17,72.32,,,,,,
,,,13.88,20.86,1.05,0.44,13.38,64.25,7.01,37.96,268.23,0.13,69.71,,,,,,
,,,13.9,22.1,1.27,0.41,15.91,64.14,6.83,35.91,295.42,0.16,72.3,,,,,,
,,,13.92,18.33,1.1,0.54,13.6,67.05,7.22,37.92,337.63,0.16,65.52,,,,,,
,,,13.93,19.63,1.35,0.48,15.63,65.32,6.85,38.45,297.69,0.17,64.37,,,,,,
,,,13.95,20.6,1.23,0.42,15.96,65.56,6.88,37.89,257.52,0.15,76.79,,,,,,
,,,13.97,15.97,1.26,0.55,15.7,63.56,7.57,39.54,264.89,0.17,73.23,,,,,,
,,,13.98,23.49,1.04,0.49,15.72,74.08,7.26,42.73,293.87,0.18,68.57,,,,,,
,,,14.0,19.88,1.01,0.43,13.45,65.88,6.91,33.89,281.7,0.19,68.12,,,,,,
,,,14.02,18.54,1.18,0.48,19.23,70.83,8.55,44.46,233.77,0.18,67.76,,,,,,
,,,14.03,18.01,0.94,0.52,16.76,62.61,6.29,44.29,285.08,0.16,71.94,,,,,,
,,,14.05,20.22,1.09,0.47,13.74,59.84,8.31,43.9,278.54,0.2,55.71,,,,,,
,,,14.07,15.95,0.99,0.48,17.67,66.12,7.06,38.68,246.98,0.16,65.71,,,,,,
,,,14.08,18.17,1.1,0.44,13.85,71.15,7.1,34.64,230.55,0.15,67.02,,,,,,
,,,14.1,17.76,1.05,0.46,18.13,73.54,6.64,38.17,324.26,0.16,71.32,,,,,,
,,,14.12,20.13,1.07,0.58,14.73,65.82,7.46,36.65,254.85,0.17,71.63,,,,,,
,,,14.13,19.2,1.28,0.56,13.01,73.91,7.79,32.65,259.97,0.17,66.04,,,,,,
,,,14.15,17.68,1.36,0.5,16.7,52.66,5.83,33.2,321.61,0.22,65.6,,,,,,
,,,14.17,19.75,1.18,0.47,15.55,76.63,6.91,42.62,280.72,0.23,70.02,,,,,,
,,,14.18,18.55,1.16,0.55,13.92,68.66,6.77,36.06,280.22,0.19,55.53,,,,,,
,,,14.2,20.67,1.34,0.54,16.26,70.64,6.85,38.87,318.87,0.23,59.85,,,,,,
,,,14.22,21.34,1.18,0.41,16.39,68.39,6.05,37.13,268.38,0.22,66.21,,,,,,
,,,14.23,21.94,1.29,0.53,15.86,63.43,8.01,35.84,262.44,0.21,72.58,,,,,,
,,,14.25,23.2,1.17,0.52,16.71,67.92,6.96,30.75,247.96,0.19,64.56,,,,,,
,,,14.27,17.82,1.08,0.46,17.17,58.72,8.34,36.92,301.08,0.21,64.17,,,,,,
,,,14.28,21.73,1.07,0.5,16.48,80.98,6.4,40.16,331.4,0.21,68.39,,,,,,
,,,14.3,20.37,1.18,0.56,19.26,67.28,7.07,37.8,263.98,0.21,62.66,,,,,,
,,,14.32,18.58,1.3,0.59,15.92,63.8,6.53,38.42,275.12,0.2,75.82,,,,,,
,,,14.33,19.53,1.14,0.53,18.11,57.41,5.85,25.3,273.72,0.17,66.01,,,,,,
,,,14.35,22.66,1.24,0.59,16.54,58.98,7.15,31.5,290.5,0.17,63.24,,,,,,
,,,14.37,21.85,1.19,0.61,16.73,65.89,7.42,40.38,306.1,0.2,59.48,,,,,,
,,,14.38,19.6,1.07,0.56,17.26,58.53,7.5,42.92,260.47,0.2,67.06,,,,,,
,,,14.4,19.0,1.14,0.58,17.97,65.87,8.22,35.44,275.29,0.2,68.49,,,,,,
,,,14.42,24.25,1.4,0.58,16.64,63.73,7.84,40.9,248.11,0.21,75.28,,,,,,
,,,14.43,16.07,1.26,0.71,18.16,55.48,7.39,33.9,303.43,0.2,74.11,,,,,,
,,,14.45,18.43,1.49,0.58,17.06,52.66,7.11,40.42,284.26,0.21,77.03,,,,,,
,,,14.47,18.9,1.25,0.67,19.32,65.87,7.83,40.73,260.27,0.22,58.06,,,,,,
,,,14.48,18.14,1.22,0.58,12.34,68.3,8.43,36.85,327.18,0.19,66.95,,,,,,
,,,14.5,22.53,1.33,0.7,19.1,65.33,7.5,38.63,288.78,0.19,80.92,,,,,,
,,,14.52,19.4,1.39,0.65,16.37,69.33,7.61,37.8,318.5,0.24,53.73,,,,,,
,,,14.53,18.94,1.12,0.62,19.27,64.32,6.4,36.73,255.08,0.18,63.74,,,,,,
,,,14.55,13.66,1.38,0.62,16.88,73.61,6.01,35.56,300.06,0.24,60.72,,,,,,
,,,14.57,18.61,1.33,0.59,18.6,73.23,5.36,35.99,230.1,0.22,78.12,,,,,,
,,,14.58,15.48,1.42,0.49,17.41,70.28,7.24,39.37,286.98,0.22,71.91,,,,,,
,,,14.6,17.52,1.18,0.53,18.75,66.07,6.34,40.44,332.13,0.21,78.94,,,,,,
,,,14.62,18.08,1.3,0.58,18.23,62.06,6.75,37.35,310.59,0.16,76.74,,,,,,
,,,14.63,19.12,1.19,0.54,19.48,65.45,5.74,42.53,329.34,0.2,72.96,,,,,,
,,,14.65,14.65,1.04,0.59,16.35,55.84,8.33,33.64,233.39,0.2,63.54,,,,,,
,,,14.67,17.82,1.61,0.57,19.63,61.44,8.44,39.56,282.35,0.18,61.01,,,,,,
,,,14.68,18.9,1.34,0.53,19.05,58.08,8.34,42.34,299.11,0.2,65.05,,,,,,
,,,14.7,17.3,1.4,0.65,13.99,77.36,7.19,35.1,274.84,0.2,72.06,,,,,,
,,,14.72,17.77,1.12,0.64,16.74,67.53,7.15,37.99,270.74,0.18,67.17,,,,,,
,,,14.73,18.53,1.13,0.6,19.37,69.5,7.53,35.04,287.81,0.15,74.84,,,,,,
,,,14.75,15.96,1.3,0.7,17.87,67.93,8.0,37.25,290.46,0.23,60.54,,,,,,
,,,14.77,19.76,1.29,0.6,20.31,57.91,6.9,39.4,326.5,0.2,65.24,,,,,,
,,,14.78,18.49,1.13,0.61,18.69,65.4,7.73,38.87,296.78,0.21,85.19,,,,,,
,,,14.8,19.15,1.41,0.68,20.72,60.05,6.71,39.67,266.48,0.22,65.09,,,,,,
,,,14.82,18.37,1.28,0.64,19.17,60.98,7.73,30.77,263.99,0.25,70.92,,,,,,
,,,14.83,16.45,1.25,0.66,19.26,51.6,6.54,43.14,334.2,0.21,76.2,,,,,,
,,,14.85,17.78,1.1,0.66,20.16,65.01,8.1,34.97,299.64,0.24,63.02,,,,,,
,,,14.87,17.21,1.56,0.77,19.52,73.16,7.39,32.92,300.6,0.2,72.49,,,,,,
,,,14.88,20.27,1.22,0.77,18.28,58.88,7.48,29.87,354.56,0.24,70.63,,,,,,
,,,14.9,17.03,1.5,0.66,20.44,68.02,6.66,38.08,277.78,0.2,67.62,,,,,,
,,,14.92,17.69,1.29,0.68,18.64,58.17,7.13,36.41,281.86,0.22,79.45,,,,,,
,,,14.93,22.11,1.35,0.63,20.57,65.45,6.83,36.31,283.63,0.17,82.87,,,,,,
,,,14.95,23.87,1.16,0.74,20.42,61.56,6.97,41.76,267.81,0.19,64.97,,,,,,
,,,14.97,21.09,1.15,0.72,21.38,74.97,6.25,35.49,277.2,0.2,78.0,,,,,,
,,,14.98,20.13,1.43,0.66,18.88,67.85,5.41,40.14,307.03,0.22,69.39,,,,,,
,,,15.0,18.58,1.29,0.74,14.68,69.7,7.36,39.34,262.51,0.18,68.85,,,,,,
,,,15.02,22.98,1.27,0.83,19.72,65.1,6.91,40.33,268.84,0.22,70.56,,,,,,
,,,15.03,18.52,1.32,0.71,18.74,67.92,6.73,39.61,270.63,0.21,65.96,,,,,,
,,,15.05,16.3,1.38,0.69,17.72,62.1,6.93,42.75,276.43,0.23,55.85,,,,,,
,,,15.07,20.65,1.07,0.67,20.11,78.3,9.44,37.98,338.36,0.23,50.1,,,,,,
,,,15.08,21.5,1.42,0.6,21.32,60.72,7.7,36.91,289.23,0.21,55.54,,,,,,
,,,15.1,17.23,1.41,0.71,18.28,80.47,7.76,28.22,282.52,0.25,65.8,,,,,,
,,,15.12,18.98,1.46,0.58,22.13,76.52,6.41,33.22,301.62,0.23,73.35,,,,,,
,,,15.13,20.04,1.33,0.61,20.83,71.58,6.32,37.93,293.83,0.27,70.19,,,,,,
,,,15.15,19.61,1.27,0.75,16.02,64.62,6.18,40.96,355.01,0.23,67.68,,,,,,
,,,15.17,21.07,1.38,0.78,23.38,47.46,8.45,38.85,237.24,0.24,73.98,,,,,,
,,,15.18,20.41,1.42,0.83,19.68,64.02,7.64,36.36,337.76,0.25,65.09,,,,,,
,,,15.2,18.93,1.42,0.92,19.47,71.06,7.91,35.53,319.44,0.22,67.76,,,,,,
,,,15.22,17.66,1.42,0.79,22.21,79.38,7.3,35.3,306.76,0.22,57.63,,,,,,
,,,15.23,18.06,1.27,0.78,18.66,74.82,6.68,39.03,324.76,0.23,75.71,,,,,,
,,,15.25,19.04,1.28,0.79,21.94,58.18,8.97,35.54,331.68,0.17,71.8,,,,,,
,,,15.27,18.39,1.46,0.83,19.35,60.23,7.69,34.96,290.56,0.19,68.16,,,,,,
,,,15.28,22.91,1.33,0.78,18.76,56.02,7.69,30.85,304.65,0.22,74.74,,,,,,
,,,15.3,19.02,1.49,0.74,21.6,66.11,6.94,32.04,276.69,0.27,67.36,,,,,,
,,,15.32,16.73,1.31,0.93,21.71,71.29,7.32,40.93,301.02,0.24,55.08,,,,,,
,,,15.33,18.17,1.38,0.64,21.23,64.09,6.84,35.74,340.22,0.23,64.95,,,,,,
,,,15.35,18.63,1.32,0.81,21.42,65.62,6.86,38.49,313.39,0.23,67.57,,,,,,
,,,15.37,19.11,1.33,0.73,18.53,64.32,7.26,36.48,349.22,0.19,75.4,,,,,,
,,,15.38,17.26,1.48,1.03,19.69,71.88,7.32,30.5,281.24,0.26,73.93,,,,,,
,,,15.4,17.67,1.33,0.84,21.01,76.16,7.11,36.83,344.39,0.22,64.4,,,,,,
,,,15.42,17.41,1.4,0.94,19.65,58.92,7.44,34.67,290.21,0.21,67.49,,,,,,
,,,15.43,15.41,1.67,0.85,21.02,53.74,6.53,49.23,272.26,0.22,62.13,,,,,,
,,,15.45,19.39,1.18,0.83,19.8,67.51,6.29,38.39,330.88,0.25,66.75,,,,,,
,,,15.47,17.59,1.35,0.88,24.63,66.24,7.96,34.73,346.1,0.25,69.37,,,,,,
,,,15.48,17.21,1.54,0.76,22.18,61.92,7.51,41.03,345.03,0.23,67.3,,,,,,
,,,15.5,18.07,1.4,0.77,22.04,69.66,7.97,39.28,333.08,0.26,63.99,,,,,,
,,,15.52,19.41,1.42,0.9,25.3,66.29,5.75,38.85,327.62,0.23,61.19,,,,,,
,,,15.53,19.5,1.11,0.69,20.5,62.43,6.91,35.59,300.48,0.22,63.25,,,,,,
,,,15.55,20.26,1.39,0.86,23.24,67.91,6.97,37.14,358.18,0.27,77.23,,,,,,
,,,15.57,17.17,1.3,0.75,22.98,73.23,5.82,29.48,366.77,0.29,76.03,,,,,,
,,,15.58,15.78,1.43,0.68,23.32,65.07,7.61,39.18,319.22,0.28,66.72,,,,,,
,,,15.6,14.72,1.4,0.9,23.0,70.88,6.64,43.14,240.33,0.25,74.33,,,,,,
,,,15.62,14.98,1.44,0.91,25.8,64.17,5.41,38.7,335.85,0.21,73.11,,,,,,
,,,15.63,13.44,1.41,0.89,19.47,56.9,6.24,27.09,351.57,0.24,81.6,,,,,,
,,,15.65,16.44,1.39,0.99,23.48,72.77,6.5,30.16,291.42,0.26,53.79,,,,,,
,,,15.67,18.15,1.32,0.88,24.82,61.87,5.46,41.58,275.77,0.24,54.7,,,,,,
,,,15.68,17.48,1.39,0.98,23.92,67.71,7.87,31.18,365.92,0.26,75.96,,,,,,
,,,15.7,15.57,1.33,1.01,24.2,62.39,6.75,38.05,290.51,0.22,72.12,,,,,,
,,,15.72,14.1,1.42,0.87,18.92,66.11,7.32,28.66,323.17,0.23,71.46,,,,,,
,,,15.73,19.26,1.26,0.98,22.01,67.82,5.65,37.88,315.43,0.24,62.06,,,,,,
,,,15.75,18.7,1.38,0.95,22.39,72.18,8.68,36.03,293.54,0.24,70.82,,,,,,
,,,15.77,18.45,1.2,0.91,26.89,62.06,6.27,33.78,277.4,0.32,72.31,,,,,,
,,,15.78,18.6,1.35,1.0,21.45,52.78,6.8,36.01,343.66,0.22,73.36,,,,,,
,,,15.8,19.27,1.46,1.12,24.69,60.93,7.57,38.92,329.13,0.25,72.74,,,,,,
,,,15.82,19.88,1.47,0.98,21.92,65.84,6.3,35.86,340.34,0.21,78.01,,,,,,
,,,15.83,20.51,1.14,0.84,23.27,60.13,6.31,41.05,343.18,0.25,67.34,,,,,,
,,,15.85,21.42,1.34,0.88,19.96,64.07,6.54,34.8,369.02,0.24,89.23,,,,,,
,,,15.87,15.47,1.38,0.91,20.77,64.78,6.56,30.8,350.91,0.25,68.3,,,,,,
,,,15.88,17.05,1.55,0.92,22.6,69.02,8.17,30.14,340.78,0.23,66.81,,,,,,
,,,15.9,20.04,1.46,0.84,21.0,65.9,6.46,37.77,361.63,0.26,79.41,,,,,,
,,,15.92,16.79,1.1,0.78,26.3,75.48,6.94,41.1,312.16,0.27,61.47,,,,,,
,,,15.93,19.08,1.34,0.9,24.36,64.7,6.51,40.83,316.21,0.28,72.47,,,,,,
,,,15.95,19.76,1.5,1.01,26.61,61.5,6.76,35.94,298.28,0.25,78.87,,,,,,
,,,15.97,17.8,1.26,0.89,16.81,72.64,7.11,40.72,365.14,0.26,73.04,,,,,,
,,,15.98,17.93,1.26,0.81,26.55,63.11,5.97,36.34,294.46,0.23,70.69,,,,,,
,,,16.0,18.21,1.45,1.11,23.46,59.02,6.87,38.77,338.7,0.25,59.73,,,,,,
,,,16.02,18.28,1.28,0.95,23.8,65.98,6.75,38.92,341.62,0.24,67.11,,,,,,
,,,16.03,21.66,1.29,0.94,20.52,68.16,5.09,36.48,329.46,0.19,77.92,,,,,,
,,,16.05,20.87,1.3,0.78,23.71,67.37,5.94,35.89,350.52,0.27,67.16,,,,,,
,,,16.07,16.48,1.23,1.11,25.73,62.16,8.19,39.97,346.74,0.25,72.41,,,,,,
,,,16.08,18.37,1.4,1.13,24.58,66.6,7.28,40.94,337.38,0.25,73.66,,,,,,
,,,16.1,19.38,1.43,1.03,19.28,64.07,5.74,30.45,339.1,0.28,66.88,,,,,,
,,,16.12,17.15,1.14,1.09,27.1,70.26,6.62,31.78,289.56,0.25,62.29,,,,,,
,,,16.13,18.52,1.66,0.99,28.58,73.72,6.63,37.21,313.67,0.21,71.89,,,,,,
,,,16.15,22.5,1.56,1.0,26.92,67.08,6.43,40.9,322.05,0.3,77.06,,,,,,
,,,16.17,21.53,1.36,0.91,22.32,58.03,6.72,37.03,300.58,0.27,68.74,,,,,,
,,,16.18,20.33,1.52,1.0,27.57,62.42,8.63,28.8,324.82,0.25,60.55,,,,,,
,,,16.2,23.08,1.29,0.98,25.73,65.31,7.55,35.3,349.79,0.27,65.72,,,,,,
,,,16.22,18.8,1.19,0.96,27.27,69.0,7.27,43.28,322.13,0.23,80.65,,,,,,
,,,16.23,17.83,1.07,0.82,26.28,61.14,6.88,38.93,354.79,0.29,58.98,,,,,,
,,,16.25,20.48,1.72,1.13,26.34,63.32,6.52,35.76,294.64,0.25,71.28,,,,,,
,,,16.27,18.08,1.2,0.81,28.68,71.79,7.17,36.05,317.07,0.28,66.13,,,,,,
,,,16.28,22.3,1.32,0.9,27.97,77.89,6.46,34.13,326.18,0.26,79.72,,,,,,
,,,16.3,21.98,1.2,0.94,29.36,64.98,6.85,39.43,343.72,0.22,76.0,,,,,,
,,,16.32,22.22,1.65,1.13,29.49,74.7,8.25,31.28,337.67,0.28,76.9,,,,,,
,,,16.33,21.45,1.49,0.89,21.81,59.57,7.47,42.96,343.04,0.21,65.29,,,,,,
,,,16.35,24.02,1.6,1.24,25.82,65.5,6.99,39.17,342.28,0.3,65.87,,,,,,
,,,16.37,17.34,1.47,1.26,31.29,65.16,7.83,36.44,354.15,0.24,66.93,,,,,,
,,,16.38,23.77,1.29,0.93,26.5,69.56,6.38,35.76,323.74,0.26,64.66,,,,,,
,,,16.4,20.1,1.52,1.23,27.63,67.35,7.15,35.64,299.27,0.26,58.57,,,,,,
